,bathrooms,bedrooms,graph_data_link,home_detail_link,home_size,home_type,last_sold_date,last_sold_price,latitude,longitude,property_size,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zestimate_percentile,zestimate_valuationRange_low,zestimate_valuation_range_high,zestimate_value_change,zillow_id
504,1.0,0,,http://www.zillow.com/homedetails/1615-SW-Morrison-St-APT-307-Portland-OR-97205/2117934913_zpid/,295,Apartment,,,45.521751,-122.688262,,,,1927,,12/31/1969,0,,,,2117934913
505,1.0,3,http://www.zillow.com/homedetails/12433-SE-Sherman-St-Portland-OR-97233/53830971_zpid/#charts-and-data,http://www.zillow.com/homedetails/12433-SE-Sherman-St-Portland-OR-97233/53830971_zpid/,1367,SingleFamily,12/30/2002,122900,45.506285,-122.534962,11761,189440.0,2015,1948,263134,02/07/2017,0,247346,276291,2182,53830971
506,2.0,3,http://www.zillow.com/homedetails/3631-SE-Conrad-Ct-Hillsboro-OR-97123/48595457_zpid/#charts-and-data,http://www.zillow.com/homedetails/3631-SE-Conrad-Ct-Hillsboro-OR-97123/48595457_zpid/,2110,SingleFamily,04/10/2014,340000,45.492495,-122.956435,10454,346000.0,2015,1974,418364,02/07/2017,0,397446,439282,-914,48595457
507,2.5,,http://www.zillow.com/homedetails/965-SW-19th-Way-Troutdale-OR-97060/67407440_zpid/#charts-and-data,http://www.zillow.com/homedetails/965-SW-19th-Way-Troutdale-OR-97060/67407440_zpid/,1947,SingleFamily,05/27/2005,226999,45.527348,-122.397191,3000,236620.0,2015,2006,294853,02/07/2017,0,271265,309596,1706,67407440
508,3.0,3,http://www.zillow.com/homedetails/2723-SE-49th-Ave-Portland-OR-97206/53989152_zpid/#charts-and-data,http://www.zillow.com/homedetails/2723-SE-49th-Ave-Portland-OR-97206/53989152_zpid/,1920,SingleFamily,10/06/2000,166000,45.502936,-122.612345,5967,492770.0,2015,1919,566663,02/07/2017,0,521330,600663,3022,53989152
509,1.0,,http://www.zillow.com/homedetails/606-NW-Naito-Pkwy-APT-A17-Portland-OR-97209/64811069_zpid/#charts-and-data,http://www.zillow.com/homedetails/606-NW-Naito-Pkwy-APT-A17-Portland-OR-97209/64811069_zpid/,734,Condominium,10/15/2015,237500,45.527473,-122.671838,,197950.0,2015,1982,291915,02/07/2017,0,277319,312349,9989,64811069
510,2.5,3,http://www.zillow.com/homedetails/2316-NE-40th-Ave-Portland-OR-97212/53948799_zpid/#charts-and-data,http://www.zillow.com/homedetails/2316-NE-40th-Ave-Portland-OR-97212/53948799_zpid/,2340,SingleFamily,11/05/2001,286000,45.539331,-122.621641,5000,592590.0,2015,1926,766448,02/07/2017,0,728126,804770,-431,53948799
511,1.0,1,http://www.zillow.com/homedetails/1410-NW-Kearney-St-APT-812-Portland-OR-97209/63298439_zpid/#charts-and-data,http://www.zillow.com/homedetails/1410-NW-Kearney-St-APT-812-Portland-OR-97209/63298439_zpid/,837,Condominium,05/19/2015,330000,45.528775,-122.685912,,350940.0,2015,2004,400832,02/07/2017,0,360749,420874,1937,63298439
512,1.0,2,http://www.zillow.com/homedetails/30900-SW-Boones-Ferry-Rd-Wilsonville-OR-97070/48272281_zpid/#charts-and-data,http://www.zillow.com/homedetails/30900-SW-Boones-Ferry-Rd-Wilsonville-OR-97070/48272281_zpid/,1480,SingleFamily,02/07/2002,166000,45.296408,-122.774375,8700,214928.0,2015,1961,316249,02/07/2017,0,290949,344711,1032,48272281
513,3.0,2,http://www.zillow.com/homedetails/2915-NE-Flanders-St-Portland-OR-97232/53877300_zpid/#charts-and-data,http://www.zillow.com/homedetails/2915-NE-Flanders-St-Portland-OR-97232/53877300_zpid/,2000,SingleFamily,09/23/1998,145000,45.525976,-122.635491,5000,585220.0,2015,1924,754924,02/07/2017,0,717178,792670,-2327,53877300
514,2.0,2,http://www.zillow.com/homedetails/2251-SW-Trachsel-Dr-Aloha-OR-97003/48534203_zpid/#charts-and-data,http://www.zillow.com/homedetails/2251-SW-Trachsel-Dr-Aloha-OR-97003/48534203_zpid/,996,SingleFamily,11/01/1987,40000,45.503607,-122.897127,2178,143680.0,2015,1982,223917,02/07/2017,0,199286,235113,5020,48534203
515,2.0,4,http://www.zillow.com/homedetails/785-NE-Sunrise-Ln-Hillsboro-OR-97124/48619275_zpid/#charts-and-data,http://www.zillow.com/homedetails/785-NE-Sunrise-Ln-Hillsboro-OR-97124/48619275_zpid/,1845,SingleFamily,04/29/2002,225000,45.536914,-122.97779,26572,274180.0,2015,1959,357393,02/07/2017,0,335949,375263,1526,48619275
516,2.0,3,http://www.zillow.com/homedetails/18155-Reed-Cir-Sandy-OR-97055/48262263_zpid/#charts-and-data,http://www.zillow.com/homedetails/18155-Reed-Cir-Sandy-OR-97055/48262263_zpid/,1347,SingleFamily,,,45.392028,-122.254327,7611,228309.0,2015,1979,281269,02/07/2017,0,267206,295332,1690,48262263
517,1.0,3,http://www.zillow.com/homedetails/18985-SW-Cascadia-St-Beaverton-OR-97078/48597445_zpid/#charts-and-data,http://www.zillow.com/homedetails/18985-SW-Cascadia-St-Beaverton-OR-97078/48597445_zpid/,1008,SingleFamily,,,45.491049,-122.872404,6970,197480.0,2015,1972,269823,02/07/2017,0,256332,283314,214,48597445
518,2.0,3,http://www.zillow.com/homedetails/5101-SE-Appenine-Way-Milwaukie-OR-97222/48216626_zpid/#charts-and-data,http://www.zillow.com/homedetails/5101-SE-Appenine-Way-Milwaukie-OR-97222/48216626_zpid/,1186,SingleFamily,01/03/1997,115000,45.437457,-122.610654,8129,223795.0,2015,1983,311288,02/07/2017,0,292611,333078,-41,48216626
519,3.0,3,http://www.zillow.com/homedetails/12625-SE-Boise-St-Portland-OR-97236/68352887_zpid/#charts-and-data,http://www.zillow.com/homedetails/12625-SE-Boise-St-Portland-OR-97236/68352887_zpid/,1360,Condominium,01/10/2006,174900,45.492101,-122.533559,,204980.0,2015,2006,230622,02/07/2017,0,216785,242153,1373,68352887
520,2.0,2,http://www.zillow.com/homedetails/6160-SW-Alice-Ln-APT-101B-Beaverton-OR-97008/48582408_zpid/#charts-and-data,http://www.zillow.com/homedetails/6160-SW-Alice-Ln-APT-101B-Beaverton-OR-97008/48582408_zpid/,905,Condominium,04/25/2006,125000,45.475229,-122.795043,,99970.0,2015,1987,152224,02/07/2017,0,143091,159835,1593,48582408
521,1.0,3,http://www.zillow.com/homedetails/3444-SE-153rd-Ave-Portland-OR-97236/53981434_zpid/#charts-and-data,http://www.zillow.com/homedetails/3444-SE-153rd-Ave-Portland-OR-97236/53981434_zpid/,1016,SingleFamily,03/01/1992,60500,45.497382,-122.505665,4053,119460.0,2015,1982,211697,02/07/2017,0,194761,228633,1300,53981434
522,1.0,3,http://www.zillow.com/homedetails/6840-NE-Roselawn-St-Portland-OR-97218/53833782_zpid/#charts-and-data,http://www.zillow.com/homedetails/6840-NE-Roselawn-St-Portland-OR-97218/53833782_zpid/,1266,SingleFamily,08/15/2008,206000,45.560348,-122.592292,5750,196970.0,2015,1943,311298,02/07/2017,0,283281,329976,-460,53833782
523,5.0,5,http://www.zillow.com/homedetails/1633-NE-Knott-St-Portland-OR-97212/53886481_zpid/#charts-and-data,http://www.zillow.com/homedetails/1633-NE-Knott-St-Portland-OR-97212/53886481_zpid/,4226,SingleFamily,09/01/1987,135880,45.542328,-122.648661,7000,880130.0,2015,1910,1343571,02/07/2017,0,1262957,1424185,600,53886481
524,2.0,4,http://www.zillow.com/homedetails/3613-NE-20th-Ave-Portland-OR-97212/53882195_zpid/#charts-and-data,http://www.zillow.com/homedetails/3613-NE-20th-Ave-Portland-OR-97212/53882195_zpid/,2050,SingleFamily,04/01/1988,60000,45.549055,-122.645554,5000,454150.0,2015,1926,724687,02/07/2017,0,673959,760921,-4143,53882195
525,2.0,3,http://www.zillow.com/homedetails/7031-SW-189th-Ave-Aloha-OR-97007/52694041_zpid/#charts-and-data,http://www.zillow.com/homedetails/7031-SW-189th-Ave-Aloha-OR-97007/52694041_zpid/,1410,SingleFamily,02/21/2014,199900,45.469108,-122.871779,3920,204090.0,2015,1999,279906,02/07/2017,0,265911,293901,1421,52694041
526,3.0,4,http://www.zillow.com/homedetails/3895-NW-3rd-St-Gresham-OR-97030/53826671_zpid/#charts-and-data,http://www.zillow.com/homedetails/3895-NW-3rd-St-Gresham-OR-97030/53826671_zpid/,2080,SingleFamily,12/24/2013,170000,45.499377,-122.47095,8276,256310.0,2015,1979,347537,02/07/2017,0,330160,364914,1510,53826671
527,2.0,6,http://www.zillow.com/homedetails/8724-N-Portsmouth-Ave-Portland-OR-97203/53937315_zpid/#charts-and-data,http://www.zillow.com/homedetails/8724-N-Portsmouth-Ave-Portland-OR-97203/53937315_zpid/,1551,SingleFamily,02/04/1998,13392,45.586015,-122.720989,7155,322820.0,2015,1912,418336,02/07/2017,0,393236,443436,2549,53937315
528,2.0,3,http://www.zillow.com/homedetails/14156-SE-Mill-Ct-Portland-OR-97233/53861228_zpid/#charts-and-data,http://www.zillow.com/homedetails/14156-SE-Mill-Ct-Portland-OR-97233/53861228_zpid/,1040,SingleFamily,09/30/2015,236075,45.510766,-122.517285,7400,174590.0,2015,1964,250716,02/07/2017,0,235673,265759,1978,53861228
529,2.5,3,http://www.zillow.com/homedetails/9662-SE-Ramona-St-Portland-OR-97266/61807573_zpid/#charts-and-data,http://www.zillow.com/homedetails/9662-SE-Ramona-St-Portland-OR-97266/61807573_zpid/,1540,SingleFamily,08/09/2002,158500,45.480408,-122.563644,3830,235230.0,2015,2003,299965,02/07/2017,0,278967,317963,3131,61807573
530,2.0,3,http://www.zillow.com/homedetails/640-NE-Meadow-Dr-Portland-OR-97211/53910967_zpid/#charts-and-data,http://www.zillow.com/homedetails/640-NE-Meadow-Dr-Portland-OR-97211/53910967_zpid/,1433,SingleFamily,06/09/1998,162500,45.594526,-122.65867,12975,232220.0,2015,1994,320151,02/07/2017,0,294539,336159,-3438,53910967
531,3.0,4,http://www.zillow.com/homedetails/17125-Hofer-Ct-Lake-Oswego-OR-97034/48229340_zpid/#charts-and-data,http://www.zillow.com/homedetails/17125-Hofer-Ct-Lake-Oswego-OR-97034/48229340_zpid/,1805,SingleFamily,09/30/1999,227000,45.405061,-122.691284,8862,482198.0,2015,1973,583084,02/07/2017,0,518945,641392,271,48229340
532,4.0,4,http://www.zillow.com/homedetails/4882-SE-Lone-Oak-St-Hillsboro-OR-97123/80926405_zpid/#charts-and-data,http://www.zillow.com/homedetails/4882-SE-Lone-Oak-St-Hillsboro-OR-97123/80926405_zpid/,1934,Townhouse,10/24/2014,234900,45.49591,-122.93221,1742,204880.0,2015,2006,311082,02/07/2017,0,286195,335969,3320,80926405
533,2.0,4,http://www.zillow.com/homedetails/15525-SW-Sierra-Ct-Beaverton-OR-97007/48562308_zpid/#charts-and-data,http://www.zillow.com/homedetails/15525-SW-Sierra-Ct-Beaverton-OR-97007/48562308_zpid/,2130,SingleFamily,06/17/1998,225950,45.449233,-122.836582,8712,361390.0,2015,1994,458221,02/07/2017,0,435310,481132,1288,48562308
534,1.0,2,http://www.zillow.com/homedetails/8105-SE-Ellis-St-Portland-OR-97206/53851078_zpid/#charts-and-data,http://www.zillow.com/homedetails/8105-SE-Ellis-St-Portland-OR-97206/53851078_zpid/,1168,SingleFamily,06/22/2015,204250,45.482572,-122.579987,5000,209550.0,2015,1925,304184,02/07/2017,0,273766,319393,-874,53851078
535,2.0,4,http://www.zillow.com/homedetails/16527-NW-Argyle-Way-Portland-OR-97229/48557420_zpid/#charts-and-data,http://www.zillow.com/homedetails/16527-NW-Argyle-Way-Portland-OR-97229/48557420_zpid/,1596,SingleFamily,07/15/1994,138000,45.556914,-122.847059,6534,329480.0,2015,1994,443326,02/07/2017,0,421160,474359,4612,48557420
536,1.5,2,http://www.zillow.com/homedetails/12829-SE-Stark-St-B5-Portland-OR-97233/53968304_zpid/#charts-and-data,http://www.zillow.com/homedetails/12829-SE-Stark-St-B5-Portland-OR-97233/53968304_zpid/,1166,Condominium,05/21/2015,108000,45.519954,-122.531333,10018,91360.0,2015,1969,149942,02/07/2017,0,130450,160438,1088,53968304
537,2.0,3,http://www.zillow.com/homedetails/18085-SE-Portland-Ave-Milwaukie-OR-97267/48251284_zpid/#charts-and-data,http://www.zillow.com/homedetails/18085-SE-Portland-Ave-Milwaukie-OR-97267/48251284_zpid/,1282,SingleFamily,,,45.392385,-122.603324,7025,235265.0,2015,1975,318964,02/07/2017,0,303016,338102,1169,48251284
538,2.0,3,http://www.zillow.com/homedetails/13926-SE-Alimaria-Dr-Clackamas-OR-97015/48309471_zpid/#charts-and-data,http://www.zillow.com/homedetails/13926-SE-Alimaria-Dr-Clackamas-OR-97015/48309471_zpid/,1467,SingleFamily,07/31/2015,277900,45.423903,-122.520941,7840,247021.0,2015,1994,340516,02/07/2017,0,323490,357542,2955,48309471
539,1.0,3,http://www.zillow.com/homedetails/19810-SE-Pine-St-Portland-OR-97233/53850714_zpid/#charts-and-data,http://www.zillow.com/homedetails/19810-SE-Pine-St-Portland-OR-97233/53850714_zpid/,1204,SingleFamily,06/27/2003,119900,45.52016,-122.458534,7500,177100.0,2015,1968,253050,02/07/2017,0,235336,265702,1007,53850714
540,1.5,3,http://www.zillow.com/homedetails/7324-SE-Yamhill-St-Portland-OR-97215/53980867_zpid/#charts-and-data,http://www.zillow.com/homedetails/7324-SE-Yamhill-St-Portland-OR-97215/53980867_zpid/,1647,SingleFamily,10/30/2013,50000,45.516047,-122.586991,7344,522030.0,2015,1913,669106,02/07/2017,0,622269,722634,3857,53980867
541,2.0,3,http://www.zillow.com/homedetails/1275-SE-47th-Ave-Portland-OR-97215/53918913_zpid/#charts-and-data,http://www.zillow.com/homedetails/1275-SE-47th-Ave-Portland-OR-97215/53918913_zpid/,1626,SingleFamily,01/03/2007,341900,45.5135,-122.614342,4940,465160.0,2015,1910,571001,02/07/2017,0,525321,616681,-2872,53918913
542,2.0,3,http://www.zillow.com/homedetails/1606-Juniper-St-Forest-Grove-OR-97116/48601885_zpid/#charts-and-data,http://www.zillow.com/homedetails/1606-Juniper-St-Forest-Grove-OR-97116/48601885_zpid/,1380,SingleFamily,,,45.514594,-123.095984,11908,287090.0,2015,1960,329021,02/07/2017,0,289538,348762,4568,48601885
543,2.5,1,http://www.zillow.com/homedetails/6307-SE-84th-Ave-Portland-OR-97266/53818219_zpid/#charts-and-data,http://www.zillow.com/homedetails/6307-SE-84th-Ave-Portland-OR-97266/53818219_zpid/,2182,SingleFamily,02/26/2013,252000,45.477396,-122.577307,3880,314330.0,2015,2013,307109,02/07/2017,0,251829,362389,2416,53818219
544,1.0,2,http://www.zillow.com/homedetails/2553-SE-119th-Ave-15-Portland-OR-97266/72259271_zpid/#charts-and-data,http://www.zillow.com/homedetails/2553-SE-119th-Ave-15-Portland-OR-97266/72259271_zpid/,790,Condominium,08/14/2007,127500,45.503582,-122.541183,,106360.0,2015,1971,150646,02/07/2017,0,109972,164204,10960,72259271
545,1.5,2,http://www.zillow.com/homedetails/6219-NE-25th-Ave-Portland-OR-97211/53888053_zpid/#charts-and-data,http://www.zillow.com/homedetails/6219-NE-25th-Ave-Portland-OR-97211/53888053_zpid/,1083,SingleFamily,03/06/2008,327000,45.567797,-122.640593,5000,417440.0,2015,1940,503090,02/07/2017,0,467874,543337,1815,53888053
546,3.0,3,http://www.zillow.com/homedetails/23330-SW-Redfern-Pl-Sherwood-OR-97140/66902733_zpid/#charts-and-data,http://www.zillow.com/homedetails/23330-SW-Redfern-Pl-Sherwood-OR-97140/66902733_zpid/,2424,SingleFamily,07/19/2004,317115,45.350179,-122.846806,5227,420510.0,2015,2004,482255,02/07/2017,0,458142,506368,2069,66902733
547,3.0,3,http://www.zillow.com/homedetails/20680-SW-Rosa-Dr-Beaverton-OR-97078/48599232_zpid/#charts-and-data,http://www.zillow.com/homedetails/20680-SW-Rosa-Dr-Beaverton-OR-97078/48599232_zpid/,1338,SingleFamily,07/19/2002,203000,45.479532,-122.892173,5968,304300.0,2015,1974,344149,02/07/2017,0,320059,364798,433,48599232
548,3.5,4,http://www.zillow.com/homedetails/1020-SE-Miller-St-Portland-OR-97202/53840851_zpid/#charts-and-data,http://www.zillow.com/homedetails/1020-SE-Miller-St-Portland-OR-97202/53840851_zpid/,3103,SingleFamily,10/22/2009,490000,45.466287,-122.655392,3600,522490.0,2015,1996,829357,02/07/2017,0,763008,903999,26868,53840851
549,2.5,4,http://www.zillow.com/homedetails/5810-NE-Shaver-St-Portland-OR-97213/53863571_zpid/#charts-and-data,http://www.zillow.com/homedetails/5810-NE-Shaver-St-Portland-OR-97213/53863571_zpid/,2400,SingleFamily,08/23/2004,118500,45.551585,-122.603095,5000,196150.0,2015,1950,466580,02/07/2017,0,382596,545899,-325,53863571
550,3.0,3,http://www.zillow.com/homedetails/5025-SE-Rex-Dr-Portland-OR-97206/53860484_zpid/#charts-and-data,http://www.zillow.com/homedetails/5025-SE-Rex-Dr-Portland-OR-97206/53860484_zpid/,1740,SingleFamily,10/31/2016,400000,45.467492,-122.611339,5800,280310.0,2015,2005,376748,02/07/2017,0,342841,406888,7835,53860484
551,1.5,3,http://www.zillow.com/homedetails/16037-SE-Powell-Blvd-Portland-OR-97236/53937845_zpid/#charts-and-data,http://www.zillow.com/homedetails/16037-SE-Powell-Blvd-Portland-OR-97236/53937845_zpid/,1470,SingleFamily,01/30/1995,96000,45.495431,-122.498183,10400,213870.0,2015,1947,279305,02/07/2017,0,259754,298856,1087,53937845
552,3.0,5,http://www.zillow.com/homedetails/14878-SE-Thornton-Dr-Milwaukie-OR-97267/48231215_zpid/#charts-and-data,http://www.zillow.com/homedetails/14878-SE-Thornton-Dr-Milwaukie-OR-97267/48231215_zpid/,2280,SingleFamily,04/22/2014,249000,45.414125,-122.651639,16988,287847.0,2015,1945,425353,02/07/2017,0,391325,459381,5,48231215
553,2.0,2,,http://www.zillow.com/homedetails/5010-Foothills-Rd-APT-G-Lake-Oswego-OR-97034/2112119285_zpid/,1289,Condominium,,,45.420281,-122.661282,,,,,239289,02/07/2017,0,205789,275182,1109,2112119285
554,3.0,2,http://www.zillow.com/homedetails/15395-SW-Fossil-Ln-Beaverton-OR-97007/67925149_zpid/#charts-and-data,http://www.zillow.com/homedetails/15395-SW-Fossil-Ln-Beaverton-OR-97007/67925149_zpid/,1279,SingleFamily,10/14/2015,206500,45.451202,-122.834961,1306,204350.0,2015,2005,266228,02/07/2017,0,252917,279539,990,67925149
555,1.0,3,http://www.zillow.com/homedetails/3727-SE-63rd-Ave-Portland-OR-97206/53901200_zpid/#charts-and-data,http://www.zillow.com/homedetails/3727-SE-63rd-Ave-Portland-OR-97206/53901200_zpid/,980,SingleFamily,06/08/2010,180000,45.49527,-122.598667,4000,217890.0,2015,1970,344202,02/07/2017,0,323550,361412,-610,53901200
556,2.0,3,http://www.zillow.com/homedetails/771-Meadowlawn-Pl-Molalla-OR-97038/98837998_zpid/#charts-and-data,http://www.zillow.com/homedetails/771-Meadowlawn-Pl-Molalla-OR-97038/98837998_zpid/,1296,SingleFamily,01/29/2010,206424,45.156624,-122.58749,6300,209239.0,2015,2009,268722,02/07/2017,0,255286,282158,2056,98837998
557,3.0,3,http://www.zillow.com/homedetails/3738-SE-101st-Ave-Portland-OR-97266/54002000_zpid/#charts-and-data,http://www.zillow.com/homedetails/3738-SE-101st-Ave-Portland-OR-97266/54002000_zpid/,2565,Mobile,09/29/2006,250000,45.494235,-122.559517,16988,378770.0,2015,1993,479239,02/07/2017,0,455277,503201,-1517,54002000
558,1.0,3,http://www.zillow.com/homedetails/19633-NE-Glisan-St-Portland-OR-97230/53995829_zpid/#charts-and-data,http://www.zillow.com/homedetails/19633-NE-Glisan-St-Portland-OR-97230/53995829_zpid/,900,SingleFamily,05/28/2004,130600,45.526656,-122.460354,8276,171300.0,2015,1960,233025,02/07/2017,0,207392,251667,5319,53995829
559,5.0,0,http://www.zillow.com/homedetails/799-SE-181st-Ave-Portland-OR-97233/82333960_zpid/#charts-and-data,http://www.zillow.com/homedetails/799-SE-181st-Ave-Portland-OR-97233/82333960_zpid/,2521,MultiFamily2To4,01/31/2013,235000,45.516716,-122.47678,4600,247480.0,2015,2008,342913,02/07/2017,0,322338,363488,1912,82333960
560,2.0,3,http://www.zillow.com/homedetails/5313-N-Montana-Ave-Portland-OR-97217/53906068_zpid/#charts-and-data,http://www.zillow.com/homedetails/5313-N-Montana-Ave-Portland-OR-97217/53906068_zpid/,1632,SingleFamily,09/28/2012,255000,45.56142,-122.680369,5000,368150.0,2015,1909,519676,02/07/2017,0,483299,550857,3575,53906068
561,2.5,2,http://www.zillow.com/homedetails/2765-SE-Cleveland-Dr-Gresham-OR-97080/53985031_zpid/#charts-and-data,http://www.zillow.com/homedetails/2765-SE-Cleveland-Dr-Gresham-OR-97080/53985031_zpid/,2212,SingleFamily,03/09/2007,440000,45.477739,-122.421078,11606,337730.0,2015,1997,423794,02/07/2017,0,402604,444984,2680,53985031
562,3.0,4,http://www.zillow.com/homedetails/9510-SW-Siuslaw-Ln-Tualatin-OR-97062/48609730_zpid/#charts-and-data,http://www.zillow.com/homedetails/9510-SW-Siuslaw-Ln-Tualatin-OR-97062/48609730_zpid/,1880,SingleFamily,10/21/1998,172500,45.365857,-122.77481,10600,307760.0,2015,1977,407687,02/07/2017,0,387303,428071,2477,48609730
563,2.0,3,http://www.zillow.com/homedetails/202-5th-Ave-Oregon-City-OR-97045/48274911_zpid/#charts-and-data,http://www.zillow.com/homedetails/202-5th-Ave-Oregon-City-OR-97045/48274911_zpid/,1110,SingleFamily,09/03/2015,221000,45.345517,-122.618113,13000,146428.0,2015,1932,290144,02/07/2017,0,252425,319158,5811,48274911
564,1.0,2,http://www.zillow.com/homedetails/8209-SW-Capitol-Hwy-Portland-OR-97219/53880295_zpid/#charts-and-data,http://www.zillow.com/homedetails/8209-SW-Capitol-Hwy-Portland-OR-97219/53880295_zpid/,901,SingleFamily,08/01/1987,36000,45.465166,-122.718299,10560,303450.0,2015,1921,367129,02/07/2017,0,337759,385485,-238,53880295
565,2.0,3,http://www.zillow.com/homedetails/3419-SW-Kelly-Ave-Portland-OR-97239/53985076_zpid/#charts-and-data,http://www.zillow.com/homedetails/3419-SW-Kelly-Ave-Portland-OR-97239/53985076_zpid/,2205,SingleFamily,04/10/2015,520000,45.498329,-122.675117,2520,337520.0,2015,1889,539177,02/07/2017,0,474476,630837,3865,53985076
566,1.0,2,http://www.zillow.com/homedetails/2822-NE-Rodney-Ave-Portland-OR-97212/53812777_zpid/#charts-and-data,http://www.zillow.com/homedetails/2822-NE-Rodney-Ave-Portland-OR-97212/53812777_zpid/,1016,SingleFamily,09/19/2014,248000,45.543267,-122.663515,3920,291210.0,2015,1895,419487,02/07/2017,0,381733,444656,-3557,53812777
567,2.0,3,http://www.zillow.com/homedetails/19334-Vincent-Dr-Oregon-City-OR-97045/48308750_zpid/#charts-and-data,http://www.zillow.com/homedetails/19334-Vincent-Dr-Oregon-City-OR-97045/48308750_zpid/,1502,SingleFamily,10/23/2003,180000,45.32904,-122.618378,8618,250759.0,2015,1994,342816,02/07/2017,0,325675,359957,2374,48308750
568,2.0,5,http://www.zillow.com/homedetails/2615-NE-25th-Ave-Portland-OR-97212/53896251_zpid/#charts-and-data,http://www.zillow.com/homedetails/2615-NE-25th-Ave-Portland-OR-97212/53896251_zpid/,2287,SingleFamily,05/13/1993,156000,45.541474,-122.64042,5000,569960.0,2015,1922,743954,02/07/2017,0,691877,781152,3247,53896251
569,1.5,3,http://www.zillow.com/homedetails/2234-NE-41st-Ave-Portland-OR-97212/53948934_zpid/#charts-and-data,http://www.zillow.com/homedetails/2234-NE-41st-Ave-Portland-OR-97212/53948934_zpid/,2094,SingleFamily,03/16/2000,200000,45.538892,-122.620627,5000,412750.0,2015,1923,608251,02/07/2017,0,565673,687324,-3693,53948934
570,2.5,3,http://www.zillow.com/homedetails/19233-Oak-Ave-Sandy-OR-97055/70508221_zpid/#charts-and-data,http://www.zillow.com/homedetails/19233-Oak-Ave-Sandy-OR-97055/70508221_zpid/,1540,SingleFamily,08/05/2005,194900,45.384101,-122.26637,3750,207128.0,2015,2005,273206,02/07/2017,0,259546,286866,441,70508221
571,2.0,3,http://www.zillow.com/homedetails/5850-NE-Center-Commons-Way-Portland-OR-97213/53837580_zpid/#charts-and-data,http://www.zillow.com/homedetails/5850-NE-Center-Commons-Way-Portland-OR-97213/53837580_zpid/,1223,SingleFamily,06/01/2005,230000,45.526847,-122.602885,1202,274780.0,2015,2001,388223,02/07/2017,0,345518,419281,7270,53837580
572,1.0,3,http://www.zillow.com/homedetails/7303-N-Mobile-Ave-Portland-OR-97217/53865429_zpid/#charts-and-data,http://www.zillow.com/homedetails/7303-N-Mobile-Ave-Portland-OR-97217/53865429_zpid/,1326,SingleFamily,11/10/1998,129900,45.576011,-122.689642,5000,326940.0,2015,1951,432773,02/07/2017,0,406807,471723,3360,53865429
573,2.0,3,http://www.zillow.com/homedetails/2315-SE-38th-Ave-Portland-OR-97214/53811599_zpid/#charts-and-data,http://www.zillow.com/homedetails/2315-SE-38th-Ave-Portland-OR-97214/53811599_zpid/,1050,SingleFamily,10/13/2005,287250,45.505902,-122.624241,5000,439120.0,2015,1943,533524,02/07/2017,0,474836,608217,11138,53811599
574,1.5,3,http://www.zillow.com/homedetails/3910-SE-65th-Ave-Portland-OR-97206/53901109_zpid/#charts-and-data,http://www.zillow.com/homedetails/3910-SE-65th-Ave-Portland-OR-97206/53901109_zpid/,1852,SingleFamily,10/20/2003,18500,45.494323,-122.596036,8000,362780.0,2015,1904,458960,02/07/2017,0,431422,481908,2250,53901109
575,2.0,3,http://www.zillow.com/homedetails/7040-SW-Arranmore-Way-Portland-OR-97223/48584527_zpid/#charts-and-data,http://www.zillow.com/homedetails/7040-SW-Arranmore-Way-Portland-OR-97223/48584527_zpid/,1871,SingleFamily,07/29/2004,297000,45.474899,-122.750493,4356,402450.0,2015,1979,541673,02/07/2017,0,509173,579590,15999,48584527
576,2.0,3,http://www.zillow.com/homedetails/21530-NE-Blue-Lake-Rd-Fairview-OR-97024/53897651_zpid/#charts-and-data,http://www.zillow.com/homedetails/21530-NE-Blue-Lake-Rd-Fairview-OR-97024/53897651_zpid/,2614,SingleFamily,,,45.554464,-122.440567,14800,674700.0,2015,1968,595192,02/07/2017,0,541625,672567,-9856,53897651
577,1.0,2,http://www.zillow.com/homedetails/401-SE-34th-Cir-Troutdale-OR-97060/53922064_zpid/#charts-and-data,http://www.zillow.com/homedetails/401-SE-34th-Cir-Troutdale-OR-97060/53922064_zpid/,954,Townhouse,02/28/2013,85000,45.51739,-122.384202,3920,146630.0,2015,1982,200612,02/07/2017,0,188575,214655,-1404,53922064
578,4.0,4,http://www.zillow.com/homedetails/17477-SW-Roosevelt-St-Sherwood-OR-97140/66902805_zpid/#charts-and-data,http://www.zillow.com/homedetails/17477-SW-Roosevelt-St-Sherwood-OR-97140/66902805_zpid/,3050,SingleFamily,09/18/2015,425000,45.37398,-122.856095,7840,433290.0,2015,2004,586071,02/07/2017,0,556767,615375,4275,66902805
579,3.0,4,http://www.zillow.com/homedetails/14355-SW-Racely-Pl-Tigard-OR-97224/48570391_zpid/#charts-and-data,http://www.zillow.com/homedetails/14355-SW-Racely-Pl-Tigard-OR-97224/48570391_zpid/,2738,SingleFamily,07/24/2003,392000,45.41641,-122.819909,10454,492740.0,2015,1996,578679,02/07/2017,0,549745,607613,-567,48570391
