SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Condo/Co-op,460 S Spring St #211,Los Angeles,CA,90013,649000,1,1,C42 - Downtown L.A.,1026,30787,1912,17,Active,,,http://www.redfin.com/CA/Los-Angeles/460-S-Spring-St-90013/unit-211/home/17231318,CRISNet,63044609,N,Y,34.0474284,-118.2490188
MLS Listing,Condo/Co-op,8025 Redlands St #1,Playa Del Rey,CA,90293,662500,4,2.25,Playa Del Rey,1428,34889,1970,18,Active,,,http://www.redfin.com/CA/Los-Angeles/8025-Redlands-St-90293/unit-1/home/6627200,TheMLS,63033163,N,Y,33.9579499,-118.435011
MLS Listing,Single Family Residential,7112 Mclaren Ave,West Hills,CA,91307,589000,3,2,WEH - West Hills,1153,6900,1956,18,Active,,,http://www.redfin.com/CA/Los-Angeles/7112-McLaren-Ave-91307/home/3111725,CRISNet,63032152,N,Y,34.199677,-118.624215
MLS Listing,Condo/Co-op,120 North Swall Dr #303,Los Angeles (City),CA,90048,1150000,2,3.5,Beverly Center/Miracle Mile,1627,17632,1989,23,Active,,,http://www.redfin.com/CA/Los-Angeles/120-N-Swall-Dr-90048/unit-303/home/6814905,TheMLS,62962448,N,Y,34.0757438,-118.3855221
MLS Listing,Condo/Co-op,645 West 9th St #238,Los Angeles (City),CA,90015,689900,1,1,Downtown Los Angeles,988,74818,2006,23,Active,December-11-2016 02:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/645-W-9th-St-90015/unit-238/home/17226426,TheMLS,62960894,N,Y,34.045812,-118.2606014
MLS Listing,Single Family Residential,1400 North Fuller Ave #6,Los Angeles (City),CA,90046,1368000,2,2.5,West Hollywood Vicinity,1728,1824,2014,23,Active,,,http://www.redfin.com/CA/Los-Angeles/1400-N-Fuller-Ave-90046/unit-6/home/79039740,TheMLS,62956894,N,Y,34.095979,-118.349196
MLS Listing,Townhouse,5656 Etiwanda Ave #3,Tarzana,CA,91356,499000,3,2.5,TAR - Tarzana,1673,210893,1974,24,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5656-Etiwanda-Ave-91356/unit-3/home/4075928,CRISNet,62952884,N,Y,34.1737899,-118.52994
MLS Listing,Single Family Residential,4011 Farmouth Dr,Los Angeles (City),CA,90027,2595000,4,4.5,Los Feliz,3543,8027,1954,29,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4011-Farmouth-Dr-90027/home/7136051,TheMLS,62880482,N,Y,34.1182934,-118.2821254
MLS Listing,Condo/Co-op,2263 Fox Hills Dr #201,Los Angeles (City),CA,90064,699000,2,2,Westwood/Century City,985,12501,1987,29,Active,,,http://www.redfin.com/CA/Los-Angeles/2263-Fox-Hills-Dr-90064/unit-201/home/17224311,TheMLS,62869657,N,Y,34.0509428,-118.4154862
MLS Listing,Multi-Family (2-4 Unit),923 North Heliotrope Dr,Los Angeles (City),CA,90029,996000,7,3,Hollywood,2671,6249,1921,43,Active,,,http://www.redfin.com/CA/Los-Angeles/923-N-Heliotrope-Dr-90029/home/7110326,TheMLS,62694390,N,Y,34.0887311,-118.2953017
MLS Listing,Condo/Co-op,15002 Magnolia Blvd #4,Sherman Oaks,CA,91403,419000,2,2.5,SO - Sherman Oaks,954,7197,1986,51,Active,,,http://www.redfin.com/CA/Los-Angeles/15002-W-Magnolia-Blvd-91403/unit-4/home/4805711,CRISNet,62577156,N,Y,34.164542,-118.4598
MLS Listing,Single Family Residential,10451 Sandal Ln,Los Angeles (City),CA,90077,1490000,3,1.75,Bel Air (Holmby Hills),1892,12873,1947,57,Active,,,http://www.redfin.com/CA/Los-Angeles/10451-Sandal-Ln-90077/home/6830216,TheMLS,62476885,N,Y,34.0987999,-118.4439465
MLS Listing,Multi-Family (2-4 Unit),416 West 51st St,Los Angeles (City),CA,90037,399500,5,4,Downtown Los Angeles,2518,5504,1908,61,Active,,,http://www.redfin.com/CA/Los-Angeles/416-W-51st-St-90037/home/6861971,TheMLS,62404491,N,Y,33.9962804,-118.2811818
MLS Listing,Single Family Residential,10313 Christine Pl,Chatsworth,CA,91311,1099000,4,3.5,CHT - Chatsworth,3989,17614,1976,66,Active,,,http://www.redfin.com/CA/Los-Angeles/10313-Christine-Pl-91311/home/5781799,CRISNet,62346273,N,Y,34.2577873,-118.5617493
MLS Listing,Townhouse,1029 North Vista St #102,West Hollywood,CA,90046,999500,2,2.5,West Hollywood Vicinity,1850,6148,2008,72,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/West-Hollywood/1029-N-Vista-St-90046/unit-102/home/22608648,TheMLS,62083105,N,Y,34.089523,-118.352599
MLS Listing,Single Family Residential,17044 Oak View Dr,Encino,CA,91436,1799000,3,2.5,ENC - Encino,3498,20329,1971,82,Active,,,http://www.redfin.com/CA/Los-Angeles/17044-Oak-View-Dr-91436/home/4942836,CRISNet,61929148,N,Y,34.1509586,-118.505488
MLS Listing,Single Family Residential,13415 Margate St,Sherman Oaks,CA,91401,1098000,4,3.5,SO - Sherman Oaks,2405,6534,1951,85,Active,December-11-2016 02:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/13415-Margate-St-91401/home/5186393,CRISNet,61870031,N,Y,34.1676745,-118.4251695
MLS Listing,Single Family Residential,10456 El Dorado Ave,Pacoima,CA,91331,364000,2,1,Pacoima (PAC),959,6121,1948,149,Active,,,http://www.redfin.com/CA/Los-Angeles/10456-El-Dorado-Ave-91331/home/5603062,TheMLS,60355997,N,Y,34.260287,-118.418464
MLS Listing,Multi-Family (2-4 Unit),1068 Bay View Ave,Wilmington,CA,90744,460000,4,2,195 - West Wilmington,1958,6649,1922,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1068-Bay-View-Ave-90744/home/7677923,CRMLS,63223758,N,Y,33.7844401,-118.2700592
MLS Listing,Single Family Residential,715 E 89th St,Los Angeles,CA,90002,150000,4,2,C34 - Los Angeles Southwest,1171,5140,1927,1,Active,,,http://www.redfin.com/CA/Los-Angeles/715-E-89th-St-90002/home/7297546,CRMLS,63223584,N,Y,33.955846,-118.262396
MLS Listing,Condo/Co-op,1663 Michael Ln,Pacific Palisades,CA,90272,1270000,3,3,Pacific Palisades,1857,,1977,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1663-Michael-Ln-90272/unit-7/home/6848619,TheMLS,63223521,N,Y,34.0802005,-118.5646039
MLS Listing,Single Family Residential,621 W Denni St,Wilmington,CA,90744,325000,2,1,195 - West Wilmington,852,2105,1925,1,Active,,,http://www.redfin.com/CA/Los-Angeles/621-W-Denni-St-90744/home/7677656,CRMLS,63223485,N,Y,33.7847591,-118.2699487
MLS Listing,Multi-Family (2-4 Unit),5526 W Barton Ave,Los Angeles,CA,90038,2099000,14,8,C20 - Hollywood,5387,7045,2016,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5526-Barton-Ave-90038/home/7108734,CRMLS,63223340,N,Y,34.0873658,-118.312382
MLS Listing,Single Family Residential,16429 Rayen St,North Hills,CA,91343,625000,3,2,North Hills (NOH),1740,9751,1947,1,Active,December-11-2016 11:00 AM,December-11-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/16429-Rayen-St-91343/home/5745154,TheMLS,63223198,N,Y,34.232325,-118.490371
MLS Listing,Townhouse,10201 Mason Ave #41,Chatsworth,CA,91311,368900,2,2.25,CHT - Chatsworth,1520,331891,1980,1,Active,,,http://www.redfin.com/CA/Los-Angeles/10201-Mason-Ave-91311/unit-41/home/5831045,CRISNet,63223097,N,Y,34.2551932,-118.5801083
MLS Listing,Condo/Co-op,4140 Glencoe #508,Marina Del Rey,CA,90292,1141990,2,2.5,Marina Del Rey,1502,,2016,1,Active,,,http://www.redfin.com/CA/Marina-del-Rey/4140-Glencoe-Ave-90292/unit-508/home/112365839,TheMLS,63223058,N,Y,33.989317,-118.44128
MLS Listing,Condo/Co-op,4140 Glencoe Ave #602,Marina Del Rey,CA,90292,1268990,2,2,Marina Del Rey,1516,,2016,1,Active,,,http://www.redfin.com/CA/Marina-del-Rey/4140-Glencoe-Ave-90292/unit-602/home/112365838,TheMLS,63223057,N,Y,33.989317,-118.44128
MLS Listing,Condo/Co-op,4140 Glencoe Ave #611,Marina Del Rey,CA,90292,935990,2,2,Marina Del Rey,1074,,2016,1,Active,,,http://www.redfin.com/CA/Marina-del-Rey/4140-Glencoe-Ave-90292/unit-611/home/112365837,TheMLS,63223056,N,Y,33.989317,-118.44128
MLS Listing,Condo/Co-op,4140 Glencoe Ave #310,Marina Del Rey,CA,90292,831990,2,2,Marina Del Rey,1178,,2016,1,Active,,,http://www.redfin.com/CA/Marina-del-Rey/4140-Glencoe-Ave-90292/unit-310/home/112365836,TheMLS,63223055,N,Y,33.989317,-118.44128
MLS Listing,Condo/Co-op,4140 Glencoe Ave #407,Marina Del Rey,CA,90292,857990,2,2,Marina Del Rey,1178,,,1,Active,,,http://www.redfin.com/CA/Marina-del-Rey/4140-Glencoe-Ave-90292/unit-407/home/112365835,TheMLS,63223054,N,Y,33.989317,-118.44128
MLS Listing,Single Family Residential,1511 W 71st St,Los Angeles,CA,90047,355000,3,2,C34 - Los Angeles Southwest,1160,4680,1924,1,Active,December-11-2016 02:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1511-W-71st-St-90047/home/7279861,CRMLS,63223044,N,Y,33.975625,-118.302852
MLS Listing,Single Family Residential,19559 Vanowen St,Reseda,CA,91335,499900,2,1,RES - Reseda,1438,6240,1951,1,Active,December-11-2016 11:00 AM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/19559-Vanowen-St-91335/home/3889433,CRISNet,63222942,N,Y,34.1940555,-118.5599443
MLS Listing,Single Family Residential,,Chatsworth,CA,91311,434990,3,1,CHT - Chatsworth,918,7176,1937,1,Active,December-11-2016 02:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/Undisclosed-address-91311/home/8095895,CRISNet,63222877,N,Y,,
MLS Listing,Single Family Residential,9972 Arleta Ave,Arleta,CA,91331,469000,5,2,Arleta (ARL),2040,6017,1953,1,Active,December-11-2016 11:00 AM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/9972-Arleta-Ave-91331/home/5655993,TheMLS,63222361,N,Y,34.251761,-118.435843
MLS Listing,Single Family Residential,2024 Vestal Ave,Los Angeles (City),CA,90026,939000,2,3,Silver Lake/Echo Park,1365,1966,2015,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2024-Vestal-Ave-90026/home/100387908,TheMLS,63222311,N,Y,34.0892987,-118.2519007
MLS Listing,Condo/Co-op,1440 Veteran Ave #315,Los Angeles (City),CA,90024,479000,1,1,Westwood/Century City,661,96893,1972,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1440-Veteran-Ave-90024/unit-315/home/6802940,TheMLS,63222310,N,Y,34.053424,-118.4435699
MLS Listing,Vacant Land,0 Passmore Dr,Los Angeles,CA,,150000,,,C03 - Sunset Strip - Hollywood Hills West,,10926,,1,Active,,,http://www.redfin.com/CA/Los-Angeles/Unknown-90068/home/22980397,CRMLS,63221889,N,Y,34.12461,-118.35181
MLS Listing,Vacant Land,0 Forest Park Dr,Los Angeles,CA,,95000,,,676 - Monterey Hills,,11317,,1,Active,,,http://www.redfin.com/CA/Los-Angeles/Forest-Park-Dr-90032/home/62165471,CRMLS,63221888,N,Y,34.07849,-118.19708
MLS Listing,Condo/Co-op,5036 Echo St #11,Los Angeles,CA,90042,380000,2,1.5,632 - Highland Park,992,93644,1984,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5036-Echo-St-90042/unit-11/home/7076836,CRMLS,63221875,N,Y,34.103671,-118.199888
MLS Listing,Single Family Residential,946 Gatun St,San Pedro,CA,90731,716000,3,2,193 - San Pedro - North,1879,14402,1963,1,Active,December-17-2016 01:30 PM,December-17-2016 04:30 PM,http://www.redfin.com/CA/Los-Angeles/946-Gatun-St-90731/home/7686352,CRMLS,63221870,N,Y,33.7573522,-118.2987712
MLS Listing,Single Family Residential,7701 Paso Robles Ave,Lake Balboa,CA,91406,469900,4,2.75,LKBL - Lake Balboa,1389,7205,1949,1,Active,,,http://www.redfin.com/CA/Los-Angeles/7701-Paso-Robles-Ave-91406/home/4330654,CRISNet,63221347,N,Y,34.210399,-118.502629
MLS Listing,Single Family Residential,11955 Gager St,Lakeview Terrace,CA,91342,460000,3,2,673 - Lake View Terrace,1170,7900,1959,1,Active,,,http://www.redfin.com/CA/Los-Angeles/11955-Gager-St-91342/home/5471192,CRISNet,63221342,N,Y,34.280762,-118.393766
MLS Listing,Single Family Residential,11853 Stone Gate Way,Northridge,CA,91326,1290000,4,3.5,NR - Northridge,4013,17264,1998,1,Active,,,http://www.redfin.com/CA/Los-Angeles/11853-Stone-Gate-Way-91326/home/5769894,CRISNet,63221339,N,Y,34.28888,-118.567365
MLS Listing,Townhouse,10831 Roycroft St #7,Sun Valley,CA,91352,435000,3,2.25,672 - Shadow Hills,1486,788291,1979,1,Active,December-13-2016 10:00 AM,December-13-2016 01:00 PM,http://www.redfin.com/CA/Los-Angeles/10831-Roycroft-St-91352/unit-7/home/5494372,i-Tech MLS,63221196,N,Y,34.2402879,-118.3670647
MLS Listing,Condo/Co-op,8238 West Manchester Ave #101,Playa Del Rey,CA,90293,619000,2,2,Playa Del Rey,1212,30615,2008,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/8238-W-Manchester-Ave-90293/unit-101/home/26848603,TheMLS,63221077,N,Y,33.9569125,-118.4399969
MLS Listing,Condo/Co-op,18645 Hatteras St #171,Tarzana,CA,91356,209000,0,1,TAR - Tarzana,472,230076,1973,1,Active,,,http://www.redfin.com/CA/Los-Angeles/18645-Hatteras-St-91356/unit-171/home/4054316,CRISNet,63220128,N,Y,34.17793,-118.539888
MLS Listing,Multi-Family (5+ Unit),3700 Midvale Ave,Los Angeles (City),CA,90034,2450000,13,7,Palms/Mar Vista,6316,7992,1962,1,Active,,,http://www.redfin.com/CA/Los-Angeles/3700-Midvale-Ave-90034/home/6752147,TheMLS,63219521,N,Y,34.018833,-118.412194
MLS Listing,Single Family Residential,15533 Cobalt St,Sylmar,CA,91342,535000,3,1.75,SYL - Sylmar,1449,9748,1949,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15533-Cobalt-St-91342/home/5563542,CRISNet,63219319,N,Y,34.306532,-118.470576
MLS Listing,Single Family Residential,15523 Cobalt St,Sylmar,CA,91342,715000,3,1,SYL - Sylmar,1045,63160,1956,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15523-Cobalt-St-91342/home/5563538,CRISNet,63219318,N,Y,34.3066157,-118.4703596
MLS Listing,Single Family Residential,1658 Golden Gate Ave,Los Angeles (City),CA,90026,1200000,3,1,Silver Lake/Echo Park,1704,6604,1911,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1658-Golden-Gate-Ave-90026/home/7060677,TheMLS,63218543,N,Y,34.091606,-118.274146
MLS Listing,Single Family Residential,437 Redfield Ave,Los Angeles,CA,90042,779000,3,2,632 - Highland Park,1531,5595,1933,1,Active,,,http://www.redfin.com/CA/Los-Angeles/437-Redfield-Ave-90042/home/6997882,CRMLS,63218387,N,Y,34.102617,-118.187035
MLS Listing,Condo/Co-op,12411 Osborne St #129,Pacoima,CA,91331,255000,2,2,PAC - Pacoima,921,288108,1988,1,Active,,,http://www.redfin.com/CA/Los-Angeles/12411-Osborne-St-91331/unit-129/home/5487032,CRISNet,63218294,N,Y,34.2599987,-118.4033828
MLS Listing,Single Family Residential,5406 Geyser Ave,Tarzana,CA,91356,500000,3,1,TAR - Tarzana,1270,5998,1950,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5406-Geyser-Ave-91356/home/4109679,CRISNet,63218254,N,Y,34.169142,-118.542581
MLS Listing,Single Family Residential,11830 Orchard Ave,Los Angeles,CA,90044,450000,3,1.5,C36 - Metropolitan Southwest,1189,6809,1946,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/11830-Orchard-Ave-90044/home/7323243,i-Tech MLS,63218233,N,Y,33.9255799,-118.287826
MLS Listing,Single Family Residential,142 W 56th St,Los Angeles,CA,90037,400000,4,2,C34 - Los Angeles Southwest,1885,5399,1911,1,Active,,,http://www.redfin.com/CA/Los-Angeles/142-W-56th-St-90037/home/6919188,CRMLS,63218087,N,Y,33.9912255,-118.2755178
MLS Listing,Single Family Residential,3212 W 30th St,Los Angeles,CA,90018,729000,3,2,PHHT - Park Hills Heights,1510,4800,1925,1,Active,,,http://www.redfin.com/CA/Los-Angeles/3212-W-30th-St-90018/home/6893342,CRMLS,63218034,N,Y,34.0274445,-118.331064
MLS Listing,Single Family Residential,415 Kendall Ave,Los Angeles,CA,90042,849000,3,2,632 - Highland Park,1669,6398,1903,1,Active,December-11-2016 02:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/415-Kendall-Ave-90042/home/6997866,i-Tech MLS,63218025,N,Y,34.1020681,-118.1882148
MLS Listing,Single Family Residential,3926 Roderick Rd,Los Angeles (City),CA,90065,899000,4,2,Glassell Park,1812,5610,1926,1,Active,December-15-2016 11:00 AM,December-15-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/3926-Roderick-Rd-90065/home/7073450,TheMLS,63217849,N,Y,34.120601,-118.2313451
MLS Listing,Single Family Residential,11725 Baird Ave,Northridge,CA,91326,845000,4,3,NR - Northridge,2890,9090,1977,1,Active,,,http://www.redfin.com/CA/Los-Angeles/11725-Baird-Ave-91326/home/6096792,CRISNet,63217640,N,Y,34.2838319,-118.541543
MLS Listing,Condo/Co-op,6133 Whitsett Ave #1,North Hollywood,CA,91606,498375,5,2,VG - Valley Glen,1329,44638,1963,1,Active,,,http://www.redfin.com/CA/Los-Angeles/6133-Whitsett-Ave-91606/unit-1/home/5113781,i-Tech MLS,63217637,N,Y,34.1821121,-118.4058575
MLS Listing,Single Family Residential,9750 Andora Ave,Chatsworth,CA,91311,995000,4,3,CHT - Chatsworth,3795,16759,1980,1,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/9750-Andora-Ave-91311/home/5803016,CRISNet,63217602,N,Y,34.247787,-118.622338
MLS Listing,Single Family Residential,5859 Levi Ln,Sherman Oaks,CA,91401,675000,4,2.25,SO - Sherman Oaks,1574,2160,2015,1,Active,December-11-2016 01:00 PM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/5859-LEVI-LN-91401/home/110113335,CRISNet,63217463,N,Y,,
MLS Listing,Multi-Family (2-4 Unit),1303 North Citrus Ave,Los Angeles (City),CA,90028,1299000,9,7,Hollywood,3681,4261,1911,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1303-N-Citrus-Ave-90028/home/7114190,TheMLS,63217402,N,Y,34.0945783,-118.3399602
MLS Listing,Condo/Co-op,11667 Gorham Ave #207,Los Angeles (City),CA,90049,949000,2,2.5,Brentwood,1512,18490,1981,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/11667-Gorham-Ave-90049/unit-207/home/6836254,TheMLS,63217401,N,Y,34.0548141,-118.4656656
MLS Listing,Condo/Co-op,15617 Odyssey Dr #31,Granada Hills,CA,91344,425000,2,2,GH - Granada Hills,1220,390619,2011,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15617-Odyssey-Dr-91344/unit-31/home/40488163,CRMLS,63217378,N,Y,34.2839894,-118.4718937
MLS Listing,Single Family Residential,5638 Allott Ave,Valley Glen,CA,91401,1299000,3,3,VG - Valley Glen,2500,8104,1941,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5638-Allott-Ave-91401/home/5180324,CRISNet,63217275,N,Y,34.173281,-118.427645
MLS Listing,Condo/Co-op,8323 Grenoble St #36,Sunland,CA,91040,330000,3,3,659 - Sunland/Tujunga,1353,154027,1979,1,Active,,,http://www.redfin.com/CA/Los-Angeles/8323-Grenoble-St-91040/unit-36/home/5509637,CRMLS,63217255,N,Y,34.261083,-118.3145
MLS Listing,Multi-Family (2-4 Unit),148 W 43rd St,Los Angeles,CA,90037,459900,4,2,C42 - Downtown L.A.,1698,5402,1905,1,Active,,,http://www.redfin.com/CA/Los-Angeles/148-W-43rd-St-90037/home/6924576,CRMLS,63217081,N,Y,34.005365,-118.275176
MLS Listing,Condo/Co-op,5706 Fair Ave #100,North Hollywood,CA,91601,399000,2,1,NHO - North Hollywood,845,29963,1981,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5706-Fair-Ave-91601/unit-100/home/5149482,CRMLS,63217076,N,Y,34.1742553,-118.3742367
MLS Listing,Single Family Residential,1714 Robson Ave,Santa Monica,CA,90405,1398888,2,2,Santa Monica,1542,5000,1939,1,Active,,,http://www.redfin.com/CA/Santa-Monica/1714-Robson-Ave-90405/home/6776102,TheMLS,63216992,N,Y,34.0068371,-118.4638268
MLS Listing,Single Family Residential,3810 S Anchovy Ave,San Pedro,CA,90732,1099000,3,1.75,179 - South Shores,2206,7420,1965,1,Active,,,http://www.redfin.com/CA/Los-Angeles/3810-S-Anchovy-Ave-90732/home/7737900,CRMLS,63216958,N,Y,33.719947,-118.325116
MLS Listing,Single Family Residential,3739 Montuso Pl,Encino,CA,91436,3099000,5,4.5,Encino (ENC),,25952,1966,1,Active,,,http://www.redfin.com/CA/Los-Angeles/3739-Montuso-Pl-91436/home/4947425,TheMLS,63216888,N,Y,34.1384308,-118.5047884
MLS Listing,Single Family Residential,8147 West 4th St,Los Angeles (City),CA,90048,1550000,3,2,Beverly Center/Miracle Mile,1840,6250,1926,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/West-Hollywood/8147-W-4th-St-90048/home/7093759,TheMLS,63216823,N,Y,34.070773,-118.366917
MLS Listing,Townhouse,5245 White Oak Ave #9,Encino,CA,91316,720000,3,2.5,Encino (ENC),2256,222183,1974,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5245-White-Oak-Ave-91316/unit-9/home/4137228,TheMLS,63216819,N,Y,34.166283,-118.519416
MLS Listing,Single Family Residential,1625 Lucretia Ave Unit 1/2,Los Angeles (City),CA,90026,575000,1,1,Silver Lake/Echo Park,610,2636,1922,1,Active,December-11-2016 12:00 PM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/1625-Lucretia-Ave-90026/unit-1-2/home/108442119,TheMLS,63216818,N,Y,34.082834,-118.255707
MLS Listing,Single Family Residential,5540 West 62nd St,Los Angeles (City),CA,90056,1175000,4,3,Ladera Heights,2760,9189,1964,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5540-W-62nd-St-90056/home/6596062,TheMLS,63216535,N,Y,33.983603,-118.3785298
MLS Listing,Single Family Residential,18520 Asuncion St,Northridge,CA,91326,699950,4,2.5,NR - Northridge,2174,9511,1965,1,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/18520-Asuncion-St-91326/home/6095717,CRISNet,63216518,N,Y,34.278015,-118.536476
MLS Listing,Condo/Co-op,5057 Maplewood Ave Ph 3,Los Angeles (City),CA,90004,859000,3,3,Hancock Park,1840,19536,2008,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5057-W-Maplewood-Ave-90004/unit-3/home/18966340,TheMLS,63216133,N,Y,34.0805806,-118.3130105
MLS Listing,Townhouse,2235 W 25th St #117,San Pedro,CA,90732,489000,2,1.5,179 - South Shores,1350,85279,1969,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2235-W-25th-St-90732/unit-117/home/112350577,CRMLS,63215943,N,Y,33.726847,-118.325667
MLS Listing,Single Family Residential,2654 S Budlong Ave,Los Angeles,CA,90007,699000,3,3,C16 - Mid Los Angeles,2108,5832,1906,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2654-S-Budlong-Ave-90007/home/6895775,CRMLS,63215801,N,Y,34.031128,-118.295598
MLS Listing,Condo/Co-op,1807 Camden Ave #1,Los Angeles (City),CA,90025,659000,2,2,Westwood/Century City,1170,6905,1965,1,Active,December-11-2016 01:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/1807-Camden-Ave-90025/unit-1/home/6801630,TheMLS,63215755,N,Y,34.0466517,-118.4412738
MLS Listing,Single Family Residential,3342 Charleston Way,Hollywood,CA,90068,1648838,4,3.5,Hollywood Hills East,3188,5223,1989,1,Active,,,http://www.redfin.com/CA/Los-Angeles/3342-Charleston-Way-90068/home/7128715,TheMLS,63215754,N,Y,34.1321423,-118.3463262
MLS Listing,Single Family Residential,2635 S Palm Grove Ave,Los Angeles,CA,90016,490000,2,1,699 - Not Defined,1260,5201,1925,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2635-S-Palm-Grove-Ave-90016/home/6897280,CRMLS,63215701,N,Y,34.0316959,-118.345669
MLS Listing,Condo/Co-op,21800 Schoenborn St #320,Canoga Park,CA,91304,169000,1,1,CP - Canoga Park,511,169857,1980,1,Active,,,http://www.redfin.com/CA/Los-Angeles/21800-Schoenborn-St-91304/unit-320/home/5874738,i-Tech MLS,63215380,N,Y,34.2202742,-118.6036065
MLS Listing,Condo/Co-op,1845 Federal Ave #105,Los Angeles (City),CA,90025,885000,3,3,West Los Angeles,1683,,2008,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1845-Federal-Ave-90025/unit-105/home/40152574,TheMLS,63215379,N,Y,34.039869,-118.4502
MLS Listing,Single Family Residential,635 Santa Clara Ave,Venice,CA,90291,1196000,4,2,C11 - Venice,1830,5182,1946,1,Active,,,http://www.redfin.com/CA/Los-Angeles/635-Santa-Clara-Ave-90291/home/6742376,CRISNet,63215072,N,Y,33.9932329,-118.465557
MLS Listing,Single Family Residential,5901 Costello Ave,Sherman Oaks,CA,91401,699999,4,2.75,SO - Sherman Oaks,2550,7480,1948,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5901-Costello-Ave-91401/home/4702285,CRISNet,63214920,N,Y,34.177724,-118.438085
MLS Listing,Single Family Residential,17058 Strawberry Dr,Encino,CA,91436,1893000,5,3.75,Encino (ENC),3176,14758,1964,1,Active,,,http://www.redfin.com/CA/Los-Angeles/17058-Strawberry-Dr-91436/home/4947120,TheMLS,63214788,N,Y,34.144922,-118.505097
MLS Listing,Condo/Co-op,540 South Kenmore Ave #204,Los Angeles (City),CA,90020,668000,2,2,Mid-Wilshire,1250,17347,2009,1,Active,,,http://www.redfin.com/CA/Los-Angeles/540-S-Kenmore-Ave-90020/unit-204/home/39540021,TheMLS,63214785,N,Y,34.0642631,-118.2962316
MLS Listing,Single Family Residential,17600 Lemarsh St,Northridge,CA,91325,829000,3,2.25,NR - Northridge,2277,12128,1959,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/17600-Lemarsh-St-91325/home/5825464,i-Tech MLS,63214735,N,Y,34.255304,-118.517886
